ENSG00000000003.1	gene_1
ENSG00000174844.1	gene_16478
ENSG00000174851.1	gene_16479
ENSG00000174871.1	gene_16480
ENSG00000174885.1	gene_16481
ENSG00000174885.2	gene_16482
ENSG00000174891.1	gene_16483
ENSG00000174891.2	gene_16484
ENSG00000174898.1	gene_16485
ENSG00000174903.1	gene_16486
ENSG00000174914.1	gene_16487
ENSG00000174915.1	gene_16488
ENSG00000174917.1	gene_16489
ENSG00000174928.1	gene_16490
ENSG00000174938.1	gene_16491
ENSG00000174939.1	gene_16492
ENSG00000174943.1	gene_16493
ENSG00000174944.1	gene_16494
ENSG00000174945.1	gene_16495
ENSG00000174946.1	gene_16496
ENSG00000174948.1	gene_16497
ENSG00000174950.1	gene_16498
ENSG00000174951.1	gene_16499
ENSG00000174953.1	gene_16500
ENSG00000174957.1	gene_16501
ENSG00000174957.2	gene_16502
ENSG00000174957.3	gene_16503
ENSG00000174963.1	gene_16504
ENSG00000174970.1	gene_16505
ENSG00000174970.2	gene_16506
ENSG00000174970.3	gene_16507
ENSG00000174970.4	gene_16508
ENSG00000174970.5	gene_16509
ENSG00000174982.1	gene_16510
ENSG00000174982.2	gene_16511
ENSG00000174989.1	gene_16512
ENSG00000174990.1	gene_16513
ENSG00000174992.1	gene_16514
ENSG00000174996.1	gene_16515
ENSG00000175018.1	gene_16516
ENSG00000175029.1	gene_16517
ENSG00000175040.1	gene_16518
ENSG00000175048.1	gene_16519
ENSG00000175054.1	gene_16520
ENSG00000175063.1	gene_16521
ENSG00000175063.2	gene_16522
ENSG00000175065.1	gene_16523
ENSG00000175066.1	gene_16524
ENSG00000175073.1	gene_16525
ENSG00000175077.1	gene_16526
ENSG00000175084.1	gene_16527
ENSG00000175087.1	gene_16528
ENSG00000175087.2	gene_16529
ENSG00000175093.1	gene_16530
ENSG00000175097.1	gene_16531
ENSG00000175104.1	gene_16532
ENSG00000175105.1	gene_16533
ENSG00000175106.1	gene_16534
ENSG00000175110.1	gene_16535
ENSG00000175115.1	gene_16536
ENSG00000175121.1	gene_16537
ENSG00000175121.2	gene_16538
ENSG00000175130.1	gene_16539
ENSG00000175137.1	gene_16540
ENSG00000175155.1	gene_16541
ENSG00000175161.1	gene_16542
ENSG00000175164.1	gene_16543
ENSG00000175166.1	gene_16544
ENSG00000175175.1	gene_16545
ENSG00000175182.1	gene_16546
ENSG00000175183.1	gene_16547
ENSG00000175189.1	gene_16548
ENSG00000175193.1	gene_16549
ENSG00000175197.1	gene_16550
ENSG00000175198.1	gene_16551
ENSG00000175203.1	gene_16552
ENSG00000175206.1	gene_16553
ENSG00000175213.1	gene_16554
ENSG00000175215.1	gene_16555
ENSG00000175216.1	gene_16556
ENSG00000175220.1	gene_16557
ENSG00000175221.1	gene_16558
ENSG00000175224.1	gene_16559
ENSG00000175224.2	gene_16560
ENSG00000175229.1	gene_16561
ENSG00000175264.1	gene_16562
ENSG00000175267.1	gene_16563
ENSG00000175274.1	gene_16564
ENSG00000175279.1	gene_16565
ENSG00000175279.2	gene_16566
ENSG00000175283.1	gene_16567
ENSG00000175283.2	gene_16568
ENSG00000175287.1	gene_16569
ENSG00000175294.1	gene_16570
ENSG00000175305.1	gene_16571
ENSG00000175309.1	gene_16572
ENSG00000175311.1	gene_16573
ENSG00000175315.1	gene_16574
ENSG00000175318.1	gene_16575
ENSG00000175324.1	gene_16576
ENSG00000175325.1	gene_16577
ENSG00000175329.1	gene_16578
ENSG00000175329.2	gene_16579
ENSG00000175334.1	gene_16580
ENSG00000175334.2	gene_16581
ENSG00000175334.3	gene_16582
ENSG00000175334.4	gene_16583
ENSG00000175334.5	gene_16584
ENSG00000175336.1	gene_16585
ENSG00000175336.2	gene_16586
ENSG00000175344.1	gene_16587
ENSG00000175348.1	gene_16588
ENSG00000175352.1	gene_16589
ENSG00000175354.1	gene_16590
ENSG00000175356.1	gene_16591
ENSG00000175376.1	gene_16592
ENSG00000175387.1	gene_16593
ENSG00000175390.1	gene_16594
ENSG00000175398.1	gene_16595
ENSG00000175414.1	gene_16596
ENSG00000175416.1	gene_16597
ENSG00000175426.1	gene_16598
ENSG00000175445.1	gene_16599
ENSG00000175449.1	gene_16600
ENSG00000175455.1	gene_16601
ENSG00000175463.1	gene_16602
ENSG00000175467.1	gene_16603
ENSG00000175467.2	gene_16604
ENSG00000175467.3	gene_16605
ENSG00000175470.1	gene_16606
ENSG00000175471.1	gene_16607
ENSG00000175482.1	gene_16608
ENSG00000175485.1	gene_16609
ENSG00000175489.1	gene_16610
ENSG00000175497.1	gene_16611
ENSG00000175505.1	gene_16612
ENSG00000175513.1	gene_16613
ENSG00000175514.1	gene_16614
ENSG00000175520.1	gene_16615
ENSG00000175535.1	gene_16616
ENSG00000175535.2	gene_16617
ENSG00000175535.3	gene_16618
ENSG00000175535.4	gene_16619
ENSG00000175535.5	gene_16620
ENSG00000175535.6	gene_16621
ENSG00000175535.7	gene_16622
ENSG00000175535.8	gene_16623
ENSG00000175536.1	gene_16624
ENSG00000175538.1	gene_16625
ENSG00000175544.1	gene_16626
ENSG00000175550.1	gene_16627
ENSG00000175556.1	gene_16628
ENSG00000175564.1	gene_16629
ENSG00000175567.1	gene_16630
ENSG00000175573.1	gene_16631
ENSG00000175575.1	gene_16632
ENSG00000175581.1	gene_16633
ENSG00000175582.1	gene_16634
ENSG00000175591.1	gene_16635
ENSG00000175591.2	gene_16636
ENSG00000175592.1	gene_16637
ENSG00000175595.1	gene_16638
ENSG00000175600.1	gene_16639
ENSG00000175602.1	gene_16640
ENSG00000175606.1	gene_16641
ENSG00000175634.1	gene_16642
ENSG00000175634.2	gene_16643
ENSG00000175634.3	gene_16644
ENSG00000175634.4	gene_16645
ENSG00000175643.1	gene_16646
ENSG00000175662.1	gene_16647
ENSG00000175664.1	gene_16648
ENSG00000175691.1	gene_16649
ENSG00000175697.1	gene_16650
ENSG00000175699.1	gene_16651
ENSG00000175701.1	gene_16652
ENSG00000175707.1	gene_16653
ENSG00000175711.1	gene_16654
ENSG00000175727.1	gene_16655
ENSG00000175745.1	gene_16656
ENSG00000175756.1	gene_16657
ENSG00000175756.2	gene_16658
ENSG00000175764.1	gene_16659
ENSG00000175766.1	gene_16660
ENSG00000175768.1	gene_16661
ENSG00000175782.1	gene_16662
ENSG00000175785.1	gene_16663
ENSG00000175787.1	gene_16664
ENSG00000175792.1	gene_16665
ENSG00000175792.2	gene_16666
ENSG00000175793.1	gene_16667
ENSG00000175806.1	gene_16668
ENSG00000175820.1	gene_16669
ENSG00000175826.1	gene_16670
ENSG00000175832.1	gene_16671
ENSG00000175832.2	gene_16672
ENSG00000175854.1	gene_16673
ENSG00000175866.1	gene_16674
ENSG00000175868.1	gene_16675
ENSG00000175868.2	gene_16676
ENSG00000175877.1	gene_16677
ENSG00000175879.1	gene_16678
ENSG00000175893.1	gene_16679
ENSG00000175894.1	gene_16680
ENSG00000175894.2	gene_16681
ENSG00000175895.1	gene_16682
ENSG00000175899.1	gene_16683
ENSG00000175899.2	gene_16684
ENSG00000175899.3	gene_16685
ENSG00000175899.4	gene_16686
ENSG00000175899.5	gene_16687
ENSG00000175906.1	gene_16688
ENSG00000175920.1	gene_16689
ENSG00000175920.2	gene_16690
ENSG00000175928.1	gene_16691
ENSG00000175931.1	gene_16692
ENSG00000175938.1	gene_16693
ENSG00000175946.1	gene_16694
ENSG00000175970.1	gene_16695
ENSG00000175984.1	gene_16696
ENSG00000175985.1	gene_16697
ENSG00000175985.2	gene_16698
ENSG00000176009.1	gene_16699
ENSG00000176014.1	gene_16700
ENSG00000176018.1	gene_16701
ENSG00000176022.1	gene_16702
ENSG00000176029.1	gene_16703
ENSG00000176040.1	gene_16704
ENSG00000176046.1	gene_16705
ENSG00000176049.1	gene_16706
ENSG00000176055.1	gene_16707
ENSG00000176058.1	gene_16708
ENSG00000176076.1	gene_16709
ENSG00000176083.1	gene_16710
ENSG00000176087.1	gene_16711
ENSG00000176087.2	gene_16712
ENSG00000176092.1	gene_16713
ENSG00000176095.1	gene_16714
ENSG00000176101.1	gene_16715
ENSG00000176102.1	gene_16716
ENSG00000176102.2	gene_16717
ENSG00000176102.3	gene_16718
ENSG00000176105.1	gene_16719
ENSG00000176108.1	gene_16720
ENSG00000176125.1	gene_16721
ENSG00000176136.1	gene_16722
ENSG00000176142.1	gene_16723
ENSG00000176148.1	gene_16724
ENSG00000176153.1	gene_16725
ENSG00000176155.1	gene_16726
ENSG00000176160.1	gene_16727
ENSG00000176165.1	gene_16728
ENSG00000176170.1	gene_16729
ENSG00000176171.1	gene_16730
ENSG00000176177.1	gene_16731
ENSG00000176182.1	gene_16732
ENSG00000176194.1	gene_16733
ENSG00000176198.1	gene_16734
ENSG00000176200.1	gene_16735
ENSG00000176204.1	gene_16736
ENSG00000176208.1	gene_16737
ENSG00000176209.1	gene_16738
ENSG00000176219.1	gene_16739
ENSG00000176225.1	gene_16740
ENSG00000176239.1	gene_16741
ENSG00000176239.2	gene_16742
ENSG00000176244.1	gene_16743
ENSG00000176246.1	gene_16744
ENSG00000176246.2	gene_16745
ENSG00000176248.1	gene_16746
ENSG00000176256.1	gene_16747
ENSG00000176261.1	gene_16748
ENSG00000176261.2	gene_16749
ENSG00000176261.3	gene_16750
ENSG00000176269.1	gene_16751
ENSG00000176269.2	gene_16752
ENSG00000176273.1	gene_16753
ENSG00000176273.2	gene_16754
ENSG00000176273.3	gene_16755
ENSG00000176273.4	gene_16756
ENSG00000176293.1	gene_16757
ENSG00000176294.1	gene_16758
ENSG00000176299.1	gene_16759
ENSG00000176302.1	gene_16760
ENSG00000176340.1	gene_16761
ENSG00000176340.2	gene_16762
ENSG00000176358.1	gene_16763
ENSG00000176371.1	gene_16764
ENSG00000176381.1	gene_16765
ENSG00000176383.1	gene_16766
ENSG00000176386.1	gene_16767
ENSG00000176387.1	gene_16768
ENSG00000176390.1	gene_16769
ENSG00000176393.1	gene_16770
ENSG00000176399.1	gene_16771
ENSG00000176402.1	gene_16772
ENSG00000176406.1	gene_16773
ENSG00000176407.1	gene_16774
ENSG00000176410.1	gene_16775
ENSG00000176422.1	gene_16776
ENSG00000176422.2	gene_16777
ENSG00000176428.1	gene_16778
ENSG00000176435.1	gene_16779
ENSG00000176438.1	gene_16780
ENSG00000176444.1	gene_16781
ENSG00000176454.1	gene_16782
ENSG00000176463.1	gene_16783
ENSG00000176472.1	gene_16784
ENSG00000176473.1	gene_16785
ENSG00000176476.1	gene_16786
ENSG00000176476.2	gene_16787
ENSG00000176476.3	gene_16788
ENSG00000176485.1	gene_16789
ENSG00000176485.2	gene_16790
ENSG00000176485.3	gene_16791
ENSG00000176485.4	gene_16792
ENSG00000176485.5	gene_16793
ENSG00000176485.6	gene_16794
ENSG00000176490.1	gene_16795
ENSG00000176495.1	gene_16796
ENSG00000176495.2	gene_16797
ENSG00000176495.3	gene_16798
ENSG00000176531.1	gene_16799
ENSG00000176532.1	gene_16800
ENSG00000176533.1	gene_16801
ENSG00000176540.1	gene_16802
ENSG00000176540.2	gene_16803
ENSG00000176542.1	gene_16804
ENSG00000176547.1	gene_16805
ENSG00000176555.1	gene_16806
ENSG00000176563.1	gene_16807
ENSG00000176571.1	gene_16808
ENSG00000176595.1	gene_16809
ENSG00000176601.1	gene_16810
ENSG00000176619.1	gene_16811
ENSG00000176623.1	gene_16812
ENSG00000176624.1	gene_16813
ENSG00000176635.1	gene_16814
ENSG00000176641.1	gene_16815
ENSG00000176658.1	gene_16816
ENSG00000176678.1	gene_16817
ENSG00000176681.1	gene_16818
ENSG00000176681.10	gene_16819
ENSG00000176681.11	gene_16820
ENSG00000176681.12	gene_16821
ENSG00000176681.13	gene_16822
ENSG00000176681.14	gene_16823
ENSG00000176681.15	gene_16824
ENSG00000176681.2	gene_16825
ENSG00000176681.3	gene_16826
ENSG00000176681.4	gene_16827
ENSG00000176681.5	gene_16828
ENSG00000176681.6	gene_16829
ENSG00000176681.7	gene_16830
ENSG00000176681.8	gene_16831
ENSG00000176681.9	gene_16832
ENSG00000176692.1	gene_16833
ENSG00000176697.1	gene_16834
ENSG00000176714.1	gene_16835
ENSG00000176714.2	gene_16836
ENSG00000176715.1	gene_16837
ENSG00000176720.1	gene_16838
ENSG00000176731.1	gene_16839
ENSG00000176732.1	gene_16840
ENSG00000176742.1	gene_16841
ENSG00000176742.2	gene_16842
ENSG00000176742.3	gene_16843
ENSG00000176749.1	gene_16844
ENSG00000176769.1	gene_16845
ENSG00000176771.1	gene_16846
ENSG00000176774.1	gene_16847
ENSG00000176774.2	gene_16848
ENSG00000176783.1	gene_16849
ENSG00000176787.1	gene_16850
ENSG00000176787.2	gene_16851
ENSG00000176787.3	gene_16852
ENSG00000176787.4	gene_16853
ENSG00000176788.1	gene_16854
ENSG00000176798.1	gene_16855
ENSG00000176798.2	gene_16856
ENSG00000176798.3	gene_16857
ENSG00000176809.1	gene_16858
ENSG00000176809.2	gene_16859
ENSG00000176809.3	gene_16860
ENSG00000176809.4	gene_16861
ENSG00000176809.5	gene_16862
ENSG00000176809.6	gene_16863
ENSG00000176809.7	gene_16864
ENSG00000176809.8	gene_16865
ENSG00000176834.1	gene_16866
ENSG00000176842.1	gene_16867
ENSG00000176845.1	gene_16868
ENSG00000176853.1	gene_16869
ENSG00000176871.1	gene_16870
ENSG00000176884.1	gene_16871
ENSG00000176887.1	gene_16872
ENSG00000176887.2	gene_16873
ENSG00000176890.1	gene_16874
ENSG00000176893.1	gene_16875
ENSG00000176893.2	gene_16876
ENSG00000176893.3	gene_16877
ENSG00000176893.4	gene_16878
ENSG00000176893.5	gene_16879
ENSG00000176893.6	gene_16880
ENSG00000176893.7	gene_16881
ENSG00000176894.1	gene_16882
ENSG00000176895.1	gene_16883
ENSG00000176895.2	gene_16884
ENSG00000176895.3	gene_16885
ENSG00000176895.4	gene_16886
ENSG00000176895.5	gene_16887
ENSG00000176896.1	gene_16888
ENSG00000176900.1	gene_16889
ENSG00000176903.1	gene_16890
ENSG00000176907.1	gene_16891
ENSG00000176909.1	gene_16892
ENSG00000176915.1	gene_16893
ENSG00000176919.1	gene_16894
ENSG00000176920.1	gene_16895
ENSG00000176920.2	gene_16896
ENSG00000176922.1	gene_16897
ENSG00000176925.1	gene_16898
ENSG00000176927.1	gene_16899
ENSG00000176928.1	gene_16900
ENSG00000176945.1	gene_16901
ENSG00000176946.1	gene_16902
ENSG00000176953.1	gene_16903
ENSG00000176956.1	gene_16904
ENSG00000176956.2	gene_16905
ENSG00000176971.1	gene_16906
ENSG00000176973.1	gene_16907
ENSG00000176974.1	gene_16908
ENSG00000176978.1	gene_16909
ENSG00000176979.1	gene_16910
ENSG00000176979.2	gene_16911
ENSG00000176979.3	gene_16912
ENSG00000176979.4	gene_16913
ENSG00000176979.5	gene_16914
ENSG00000176986.1	gene_16915
ENSG00000176988.1	gene_16916
ENSG00000176994.1	gene_16917
ENSG00000177000.1	gene_16918
ENSG00000177023.1	gene_16919
ENSG00000177030.1	gene_16920
ENSG00000177034.1	gene_16921
ENSG00000177042.1	gene_16922
ENSG00000177045.1	gene_16923
ENSG00000177047.1	gene_16924
ENSG00000177047.10	gene_16925
ENSG00000177047.11	gene_16926
ENSG00000177047.12	gene_16927
ENSG00000177047.13	gene_16928
ENSG00000177047.14	gene_16929
ENSG00000177047.15	gene_16930
ENSG00000177047.2	gene_16931
ENSG00000177047.3	gene_16932
ENSG00000177047.4	gene_16933
ENSG00000177047.5	gene_16934
ENSG00000177047.6	gene_16935
ENSG00000177047.7	gene_16936
ENSG00000177047.8	gene_16937
ENSG00000177047.9	gene_16938
ENSG00000177051.1	gene_16939
ENSG00000177054.1	gene_16940
ENSG00000177058.1	gene_16941
ENSG00000177076.1	gene_16942
ENSG00000177082.1	gene_16943
ENSG00000177084.1	gene_16944
ENSG00000177096.1	gene_16945
ENSG00000177098.1	gene_16946
ENSG00000177103.1	gene_16947
ENSG00000177105.1	gene_16948
ENSG00000177105.2	gene_16949
ENSG00000177106.1	gene_16950
ENSG00000177108.1	gene_16951
ENSG00000177119.1	gene_16952
ENSG00000177125.1	gene_16953
ENSG00000177143.1	gene_16954
ENSG00000177143.2	gene_16955
ENSG00000177143.3	gene_16956
ENSG00000177144.1	gene_16957
ENSG00000177150.1	gene_16958
ENSG00000177156.1	gene_16959
ENSG00000177169.1	gene_16960
ENSG00000177181.1	gene_16961
ENSG00000177182.1	gene_16962
ENSG00000177189.1	gene_16963
ENSG00000177191.1	gene_16964
ENSG00000177192.1	gene_16965
ENSG00000177200.1	gene_16966
ENSG00000177202.1	gene_16967
ENSG00000177202.2	gene_16968
ENSG00000177202.3	gene_16969
ENSG00000177202.4	gene_16970
ENSG00000177225.1	gene_16971
ENSG00000177238.1	gene_16972
ENSG00000177238.2	gene_16973
ENSG00000177239.1	gene_16974
ENSG00000177243.1	gene_16975
ENSG00000177257.1	gene_16976
ENSG00000177272.1	gene_16977
ENSG00000177283.1	gene_16978
ENSG00000177291.1	gene_16979
ENSG00000177294.1	gene_16980
ENSG00000177300.1	gene_16981
ENSG00000177301.1	gene_16982
ENSG00000177302.1	gene_16983
ENSG00000177303.1	gene_16984
ENSG00000177303.2	gene_16985
ENSG00000177311.1	gene_16986
ENSG00000177324.1	gene_16987
ENSG00000177352.1	gene_16988
ENSG00000177354.1	gene_16989
ENSG00000177363.1	gene_16990
ENSG00000177370.1	gene_16991
ENSG00000177370.2	gene_16992
ENSG00000177374.1	gene_16993
ENSG00000177380.1	gene_16994
ENSG00000177383.1	gene_16995
ENSG00000177398.1	gene_16996
ENSG00000177409.1	gene_16997
ENSG00000177414.1	gene_16998
ENSG00000177425.1	gene_16999
ENSG00000177426.1	gene_17000
ENSG00000177427.1	gene_17001
ENSG00000177453.1	gene_17002
ENSG00000177455.1	gene_17003
ENSG00000177459.1	gene_17004
ENSG00000177463.1	gene_17005
ENSG00000177464.1	gene_17006
ENSG00000177465.1	gene_17007
ENSG00000177468.1	gene_17008
ENSG00000177469.1	gene_17009
ENSG00000177479.1	gene_17010
ENSG00000177483.1	gene_17011
ENSG00000177485.1	gene_17012
ENSG00000177508.1	gene_17013
ENSG00000177511.1	gene_17014
ENSG00000177519.1	gene_17015
ENSG00000177535.1	gene_17016
ENSG00000177542.1	gene_17017
ENSG00000177548.1	gene_17018
ENSG00000177551.1	gene_17019
ENSG00000177556.1	gene_17020
ENSG00000177558.1	gene_17021
ENSG00000177565.1	gene_17022
ENSG00000177570.1	gene_17023
ENSG00000177570.2	gene_17024
ENSG00000177575.1	gene_17025
ENSG00000177575.2	gene_17026
ENSG00000177576.1	gene_17027
ENSG00000177595.1	gene_17028
ENSG00000177600.1	gene_17029
ENSG00000177600.2	gene_17030
ENSG00000177600.3	gene_17031
ENSG00000177600.4	gene_17032
ENSG00000177606.1	gene_17033
ENSG00000177613.1	gene_17034
ENSG00000177613.2	gene_17035
ENSG00000177613.3	gene_17036
ENSG00000177614.1	gene_17037
ENSG00000177627.1	gene_17038
ENSG00000177628.1	gene_17039
ENSG00000177646.1	gene_17040
ENSG00000177663.1	gene_17041
ENSG00000177666.1	gene_17042
ENSG00000177669.1	gene_17043
ENSG00000177673.1	gene_17044
ENSG00000177674.1	gene_17045
ENSG00000177679.1	gene_17046
ENSG00000177683.1	gene_17047
ENSG00000177684.1	gene_17048
ENSG00000177685.1	gene_17049
ENSG00000177689.1	gene_17050
ENSG00000177692.1	gene_17051
ENSG00000177694.1	gene_17052
ENSG00000177697.1	gene_17053
ENSG00000177700.1	gene_17054
ENSG00000177700.2	gene_17055
ENSG00000177706.1	gene_17056
ENSG00000177707.1	gene_17057
ENSG00000177721.1	gene_17058
ENSG00000177721.2	gene_17059
ENSG00000177721.3	gene_17060
ENSG00000177721.4	gene_17061
ENSG00000177721.5	gene_17062
ENSG00000177721.6	gene_17063
ENSG00000177721.7	gene_17064
ENSG00000177728.1	gene_17065
ENSG00000177731.1	gene_17066
ENSG00000177732.1	gene_17067
ENSG00000177733.1	gene_17068
ENSG00000177752.1	gene_17069
ENSG00000177791.1	gene_17070
ENSG00000177807.1	gene_17071
ENSG00000177830.1	gene_17072
ENSG00000177839.1	gene_17073
ENSG00000177842.1	gene_17074
ENSG00000177853.1	gene_17075
ENSG00000177854.1	gene_17076
ENSG00000177868.1	gene_17077
ENSG00000177875.1	gene_17078
ENSG00000177879.1	gene_17079
ENSG00000177885.1	gene_17080
ENSG00000177888.1	gene_17081
ENSG00000177889.1	gene_17082
ENSG00000177917.1	gene_17083
ENSG00000177938.1	gene_17084
ENSG00000177943.1	gene_17085
ENSG00000177943.2	gene_17086
ENSG00000177947.1	gene_17087
ENSG00000177947.2	gene_17088
ENSG00000177951.1	gene_17089
ENSG00000177954.1	gene_17090
ENSG00000177954.2	gene_17091
ENSG00000177963.1	gene_17092
ENSG00000177963.2	gene_17093
ENSG00000177971.1	gene_17094
ENSG00000177971.2	gene_17095
ENSG00000177981.1	gene_17096
ENSG00000177984.1	gene_17097
ENSG00000177990.1	gene_17098
ENSG00000177992.1	gene_17099
ENSG00000177994.1	gene_17100
ENSG00000178015.1	gene_17101
ENSG00000178026.1	gene_17102
ENSG00000178028.1	gene_17103
ENSG00000178031.1	gene_17104
ENSG00000178033.1	gene_17105
ENSG00000178035.1	gene_17106
ENSG00000178038.1	gene_17107
ENSG00000178053.1	gene_17108
ENSG00000178057.1	gene_17109
ENSG00000178074.1	gene_17110
ENSG00000178075.1	gene_17111
ENSG00000178078.1	gene_17112
ENSG00000178084.1	gene_17113
ENSG00000178084.2	gene_17114
ENSG00000178084.3	gene_17115
ENSG00000178093.1	gene_17116
ENSG00000178096.1	gene_17117
ENSG00000178104.1	gene_17118
ENSG00000178105.1	gene_17119
ENSG00000178105.2	gene_17120
ENSG00000178125.1	gene_17121
ENSG00000178127.1	gene_17122
ENSG00000178149.1	gene_17123
ENSG00000178150.1	gene_17124
ENSG00000178163.1	gene_17125
ENSG00000178171.1	gene_17126
ENSG00000178172.1	gene_17127
ENSG00000178175.1	gene_17128
ENSG00000178177.1	gene_17129
ENSG00000178184.1	gene_17130
ENSG00000178187.1	gene_17131
ENSG00000178188.1	gene_17132
ENSG00000178199.1	gene_17133
ENSG00000178202.1	gene_17134
ENSG00000178209.1	gene_17135
ENSG00000178217.1	gene_17136
ENSG00000178222.1	gene_17137
ENSG00000178226.1	gene_17138
ENSG00000178233.1	gene_17139
ENSG00000178234.1	gene_17140
ENSG00000178234.2	gene_17141
ENSG00000178234.3	gene_17142
ENSG00000178234.4	gene_17143
ENSG00000178235.1	gene_17144
ENSG00000178252.1	gene_17145
ENSG00000178257.1	gene_17146
ENSG00000178279.1	gene_17147
ENSG00000178295.1	gene_17148
ENSG00000178297.1	gene_17149
ENSG00000178297.2	gene_17150
ENSG00000178301.1	gene_17151
ENSG00000178307.1	gene_17152
ENSG00000178342.1	gene_17153
ENSG00000178343.1	gene_17154
ENSG00000178358.1	gene_17155
ENSG00000178358.2	gene_17156
ENSG00000178363.1	gene_17157
ENSG00000178372.1	gene_17158
ENSG00000178385.1	gene_17159
ENSG00000178394.1	gene_17160
ENSG00000178395.1	gene_17161
ENSG00000178397.1	gene_17162
ENSG00000178401.1	gene_17163
ENSG00000178403.1	gene_17164
ENSG00000178404.1	gene_17165
ENSG00000178409.1	gene_17166
ENSG00000178425.1	gene_17167
ENSG00000178425.2	gene_17168
ENSG00000178445.1	gene_17169
ENSG00000178449.1	gene_17170
ENSG00000178460.1	gene_17171
ENSG00000178462.1	gene_17172
ENSG00000178467.1	gene_17173
ENSG00000178473.1	gene_17174
ENSG00000178498.1	gene_17175
ENSG00000178502.1	gene_17176
ENSG00000178522.1	gene_17177
ENSG00000178531.1	gene_17178
ENSG00000178537.1	gene_17179
ENSG00000178538.1	gene_17180
ENSG00000178562.1	gene_17181
ENSG00000178567.1	gene_17182
ENSG00000178568.1	gene_17183
ENSG00000178573.1	gene_17184
ENSG00000178585.1	gene_17185
ENSG00000178591.1	gene_17186
ENSG00000178602.1	gene_17187
ENSG00000178605.1	gene_17188
ENSG00000178605.2	gene_17189
ENSG00000178607.1	gene_17190
ENSG00000178623.1	gene_17191
ENSG00000178623.2	gene_17192
ENSG00000178645.1	gene_17193
ENSG00000178662.1	gene_17194
ENSG00000178662.2	gene_17195
ENSG00000178665.1	gene_17196
ENSG00000178685.1	gene_17197
ENSG00000178690.1	gene_17198
ENSG00000178690.2	gene_17199
ENSG00000178691.1	gene_17200
ENSG00000178694.1	gene_17201
ENSG00000178694.2	gene_17202
ENSG00000178695.1	gene_17203
ENSG00000178695.2	gene_17204
ENSG00000178718.1	gene_17205
ENSG00000178719.1	gene_17206
ENSG00000178726.1	gene_17207
ENSG00000178732.1	gene_17208
ENSG00000178741.1	gene_17209
ENSG00000178750.1	gene_17210
ENSG00000178752.1	gene_17211
ENSG00000178761.1	gene_17212
ENSG00000178764.1	gene_17213
ENSG00000178772.1	gene_17214
ENSG00000178773.1	gene_17215
ENSG00000178776.1	gene_17216
ENSG00000178789.1	gene_17217
ENSG00000178789.2	gene_17218
ENSG00000178795.1	gene_17219
ENSG00000178795.2	gene_17220
ENSG00000178796.1	gene_17221
ENSG00000178802.1	gene_17222
ENSG00000178804.1	gene_17223
ENSG00000178804.2	gene_17224
ENSG00000178814.1	gene_17225
ENSG00000178821.1	gene_17226
ENSG00000178826.1	gene_17227
ENSG00000178828.1	gene_17228
ENSG00000178860.1	gene_17229
ENSG00000178878.1	gene_17230
ENSG00000178882.1	gene_17231
ENSG00000178896.1	gene_17232
ENSG00000178904.1	gene_17233
ENSG00000178913.1	gene_17234
ENSG00000178917.1	gene_17235
ENSG00000178919.1	gene_17236
ENSG00000178921.1	gene_17237
ENSG00000178922.1	gene_17238
ENSG00000178927.1	gene_17239
ENSG00000178950.1	gene_17240
ENSG00000178951.1	gene_17241
ENSG00000178952.1	gene_17242
ENSG00000178965.1	gene_17243
ENSG00000178966.1	gene_17244
ENSG00000178971.1	gene_17245
ENSG00000178974.1	gene_17246
ENSG00000178974.2	gene_17247
ENSG00000178974.3	gene_17248
ENSG00000178980.1	gene_17249
ENSG00000178982.1	gene_17250
ENSG00000178988.1	gene_17251
ENSG00000178996.1	gene_17252
ENSG00000178996.2	gene_17253
ENSG00000178997.1	gene_17254
ENSG00000178999.1	gene_17255
ENSG00000179002.1	gene_17256
ENSG00000179008.1	gene_17257
ENSG00000179010.1	gene_17258
ENSG00000179021.1	gene_17259
ENSG00000179023.1	gene_17260
ENSG00000179029.1	gene_17261
ENSG00000179041.1	gene_17262
ENSG00000179044.1	gene_17263
ENSG00000179046.1	gene_17264
ENSG00000179051.1	gene_17265
ENSG00000179057.1	gene_17266
ENSG00000179058.1	gene_17267
ENSG00000179059.1	gene_17268
ENSG00000179071.1	gene_17269
ENSG00000179083.1	gene_17270
ENSG00000179085.1	gene_17271
ENSG00000179091.1	gene_17272
ENSG00000179091.2	gene_17273
ENSG00000179094.1	gene_17274
ENSG00000179097.1	gene_17275
ENSG00000179104.1	gene_17276
ENSG00000179111.1	gene_17277
ENSG00000179115.1	gene_17278
ENSG00000179119.1	gene_17279
ENSG00000179119.2	gene_17280
ENSG00000179119.3	gene_17281
ENSG00000179119.4	gene_17282
ENSG00000179119.5	gene_17283
ENSG00000179119.6	gene_17284
ENSG00000179119.7	gene_17285
ENSG00000179119.8	gene_17286
ENSG00000179119.9	gene_17287
ENSG00000179133.1	gene_17288
ENSG00000179134.1	gene_17289
ENSG00000179142.1	gene_17290
ENSG00000179144.1	gene_17291
ENSG00000179144.2	gene_17292
ENSG00000179144.3	gene_17293
ENSG00000179144.4	gene_17294
ENSG00000179144.5	gene_17295
ENSG00000179144.6	gene_17296
ENSG00000179148.1	gene_17297
ENSG00000179148.2	gene_17298
ENSG00000179151.1	gene_17299
