velifer_IDmodified-gene-14 ENSG00000185385.35
ENST00000360986.132-reg_4239-ENSG00000109625.0 ENSG00000109625.1
ENST00000194155.12-reg_424-ENSG00000112852.0 ENSG00000112852.1
ENST00000295414.2437-reg_4240-ENSG00000163249.42 ENSG00000163249.2
ENST00000395029.12-reg_425-ENSG00000081059.0 ENSG00000081059.1
ENST00000389912.10-reg_4251-ENSG00000133983.0 ENSG00000133983.1
ENST00000536961.10-reg_4255-ENSG00000100865.0 ENSG00000100865.1
ENST00000537691.36-reg_4258-ENSG00000100884.1 ENSG00000100884.1
ENST00000013125.10-reg_4268-ENSG00000012983.0 ENSG00000012983.1
ENST00000507866.132-reg_4275-ENSG00000184985.0 ENSG00000184985.1
ENST00000332408.17-reg_4276-ENSG00000185634.0 ENSG00000185634.1
ENST00000250405.36-reg_4279-ENSG00000129473.1 ENSG00000129473.2
ENST00000353151.3361-reg_4288-ENSG00000135222.1 ENSG00000135222.1
ENST00000641846.19410-reg_429-ENSG00000197403.6 ENSG00000237521.7
ENST00000392568.10-reg_4291-ENSG00000183828.1 ENSG00000183828.1
ENST00000635767.5-reg_4292-ENSG00000178177.0 ENSG00000178177.1
ENST00000304330.17-reg_4297-ENSG00000103932.0 ENSG00000103932.1
ENST00000339762.10-reg_4307-ENSG00000151812.0 ENSG00000151812.1
ENST00000286719.5-reg_4308-ENSG00000156194.0 ENSG00000156194.1
ENST00000603300.17-reg_4315-ENSG00000140279.0 ENSG00000140279.1
ENST00000649276.236007-reg_4323-ENSG00000184058.3 ENSG00000184058.1
ENST00000281741.10-reg_4329-ENSG00000087301.0 ENSG00000087301.1
ENST00000350221.17-reg_4332-ENSG00000150667.0 ENSG00000150667.1
ENST00000356357.10-reg_4346-ENSG00000119682.0 ENSG00000119682.1
ENST00000418511.36-reg_4359-ENSG00000232070.0 ENSG00000232070.1
ENST00000309733.59-reg_4369-ENSG00000174749.0 ENSG00000174749.1
ENST00000511885.5-reg_4379-ENSG00000130997.2 ENSG00000130997.1
ENST00000334192.75-reg_4380-ENSG00000066629.0 ENSG00000066629.1
ENST00000296412.5-reg_4382-ENSG00000197894.0 ENSG00000197894.1
ENST00000264220.5-reg_4389-ENSG00000128059.1 ENSG00000128059.1
ENST00000309731.74-reg_4393-ENSG00000175318.0 ENSG00000175318.1
ENST00000423548.60-reg_440-ENSG00000171509.0 ENSG00000171509.1
ENST00000648595.17-reg_4405-ENSG00000166947.0 ENSG00000166947.1
ENST00000510508.75-reg_4406-ENSG00000197406.1 ENSG00000197406.1
ENST00000317735.59-reg_4410-ENSG00000180245.0 ENSG00000180245.1
ENST00000449862.5-reg_4417-ENSG00000249242.0 ENSG00000249242.1
ENST00000389857.10-reg_4430-ENSG00000015133.13 ENSG00000015133.1
ENST00000439682.6434-reg_4431-ENSG00000233917.2 ENSG00000233917.3
ENST00000503277.5-reg_4444-ENSG00000163682.0 ENSG00000163682.1
ENST00000220496.17-reg_4461-ENSG00000104129.0 ENSG00000104129.1
ENST00000322301.13383-reg_447-ENSG00000188269.6 ENSG00000188269.4
ENST00000222286.28972-reg_4475-ENSG00000105679.1 ENSG00000105679.1
ENST00000638159.12-reg_45-ENSG00000022355.0 ENSG00000022355.1
ENST00000295268.5-reg_4501-ENSG00000163116.0 ENSG00000163116.1
ENST00000359894.57-reg_452-ENSG00000129951.0 ENSG00000129951.1
ENST00000372055.1-reg_4523-ENSG00000112715.0 ENSG00000112715.1
ENST00000630384.1-reg_4530-ENSG00000112584.1 ENSG00000112584.1
ENST00000367931.26-reg_4538-ENSG00000146378.0 ENSG00000146378.1
ENST00000372589.1-reg_4542-ENSG00000137204.0 ENSG00000137204.1
ENST00000395388.7167-reg_4545-ENSG00000204287.0 ENSG00000204287.3
ENST00000375885.1-reg_4547-ENSG00000204435.0 ENSG00000204435.1
ENST00000391749.65160-reg_4553-ENSG00000131042.1 ENSG00000239998.1
ENST00000637353.1-reg_4558-ENSG00000096093.0 ENSG00000096093.1
ENST00000629427.26-reg_4567-ENSG00000146414.0 ENSG00000146414.1
ENST00000369138.1-reg_4569-ENSG00000164418.0 ENSG00000164418.1
ENST00000651676.1-reg_4571-ENSG00000197753.0 ENSG00000197753.1
ENST00000367360.107958-reg_4574-ENSG00000203722.1 ENSG00000131019.2
ENST00000259708.1-reg_4579-ENSG00000137171.0 ENSG00000137171.1
ENST00000376894.1-reg_4581-ENSG00000204655.0 ENSG00000204655.1
ENST00000297239.1-reg_4583-ENSG00000164674.0 ENSG00000164674.1
ENST00000367244.1-reg_4590-ENSG00000146469.0 ENSG00000146469.1
ENST00000229794.1-reg_4591-ENSG00000112062.0 ENSG00000112062.1
ENST00000434900.1-reg_4594-ENSG00000112038.0 ENSG00000112038.1
ENST00000367360.3197-reg_4595-ENSG00000203722.2 ENSG00000131019.3
ENST00000604030.19-reg_46-ENSG00000109686.0 ENSG00000109686.1
ENST00000648754.1-reg_4608-ENSG00000057657.0 ENSG00000057657.1
ENST00000316649.26-reg_4618-ENSG00000016402.0 ENSG00000016402.1
ENST00000518379.393546-reg_4621-ENSG00000120915.1 ENSG00000120915.1
ENST00000649117.1-reg_4631-ENSG00000064999.0 ENSG00000064999.1
ENST00000672554.1-reg_4635-ENSG00000173214.0 ENSG00000173214.1
ENST00000360454.1-reg_4636-ENSG00000196748.0 ENSG00000196748.1
ENST00000316316.26-reg_4637-ENSG00000111877.0 ENSG00000111877.1
ENST00000674884.1-reg_4639-ENSG00000112367.0 ENSG00000112367.1
ENST00000367351.1-reg_4641-ENSG00000131015.0 ENSG00000131019.1
ENST00000252050.1-reg_4642-ENSG00000112659.0 ENSG00000112659.1
ENST00000479265.5305-reg_4645-ENSG00000203722.3 ENSG00000203722.4
ENST00000372165.1-reg_4647-ENSG00000172426.0 ENSG00000172426.1
ENST00000398776.1-reg_4651-ENSG00000137225.1 ENSG00000137225.1
ENST00000367360.85371-reg_4659-ENSG00000203722.4 ENSG00000131019.4
ENST00000379692.105-reg_466-ENSG00000173376.0 ENSG00000173376.1
ENST00000672937.1-reg_4665-ENSG00000123505.0 ENSG00000123505.1
ENST00000355190.1-reg_4668-ENSG00000198663.0 ENSG00000198663.1
ENST00000392844.1-reg_4671-ENSG00000135336.0 ENSG00000135336.1
ENST00000288065.1-reg_4679-ENSG00000157343.0 ENSG00000157343.1
ENST00000641137.1-reg_4696-ENSG00000237988.0 ENSG00000237988.1
ENST00000571252.12-reg_47-ENSG00000262576.0 ENSG00000262576.1
ENST00000428040.1-reg_4705-ENSG00000241370.0 ENSG00000241370.1
ENST00000420702.26-reg_4711-ENSG00000146410.0 ENSG00000146410.1
ENST00000265602.26-reg_4712-ENSG00000135541.0 ENSG00000135541.1
ENST00000300954.57-reg_472-ENSG00000115257.0 ENSG00000115257.1
ENST00000537332.26-reg_4725-ENSG00000164442.0 ENSG00000164442.1
ENST00000612677.1-reg_4726-ENSG00000255587.0 ENSG00000255587.1
ENST00000262043.1-reg_4730-ENSG00000118482.0 ENSG00000118482.1
ENST00000395388.1-reg_4735-ENSG00000204287.1 ENSG00000204287.2
ENST00000359015.26-reg_4736-ENSG00000197442.0 ENSG00000197442.1
ENST00000244426.1-reg_4745-ENSG00000112146.0 ENSG00000112146.1
ENST00000373479.1-reg_4751-ENSG00000112130.0 ENSG00000112130.1
ENST00000327892.1-reg_4752-ENSG00000196230.0 ENSG00000196230.1
ENST00000237283.26-reg_4769-ENSG00000189007.0 ENSG00000189007.1
ENST00000602452.1-reg_4771-ENSG00000269964.0 ENSG00000269964.1
ENST00000355585.1-reg_4772-ENSG00000078269.0 ENSG00000078269.1
ENST00000275159.26-reg_4774-ENSG00000146350.0 ENSG00000146350.1
ENST00000502396.1-reg_4783-ENSG00000146147.0 ENSG00000146147.1
ENST00000373057.1-reg_4789-ENSG00000137166.0 ENSG00000137166.1
ENST00000192788.1-reg_4791-ENSG00000065060.0 ENSG00000065060.1
ENST00000611727.1-reg_4793-ENSG00000112818.0 ENSG00000112818.1
ENST00000316637.1-reg_4799-ENSG00000023892.0 ENSG00000023892.1
ENST00000600324.57-reg_48-ENSG00000178078.1 ENSG00000178078.1
ENST00000368058.26-reg_4805-ENSG00000112282.0 ENSG00000112282.1
ENST00000288390.1-reg_4814-ENSG00000249481.0 ENSG00000249481.1
ENST00000367463.1-reg_4817-ENSG00000111962.0 ENSG00000111962.1
ENST00000393655.1-reg_4820-ENSG00000008196.0 ENSG00000008196.1
ENST00000356956.1-reg_4823-ENSG00000197081.0 ENSG00000197081.1
ENST00000409561.2130-reg_4831-ENSG00000187833.2 ENSG00000187833.2
ENST00000368491.26-reg_4838-ENSG00000111860.0 ENSG00000111860.1
ENST00000414000.1-reg_4846-ENSG00000146360.0 ENSG00000146360.1
ENST00000409561.6748-reg_4850-ENSG00000187833.3 ENSG00000187833.3
ENST00000375864.1-reg_4851-ENSG00000240053.0 ENSG00000240053.1
ENST00000449264.1-reg_4865-ENSG00000232810.0 ENSG00000232810.1
ENST00000259873.1-reg_4874-ENSG00000204568.0 ENSG00000204568.1
ENST00000275230.26-reg_4887-ENSG00000146411.0 ENSG00000146411.1
ENST00000265354.1-reg_4893-ENSG00000112658.0 ENSG00000112658.1
ENST00000354536.1-reg_4923-ENSG00000112562.7 ENSG00000112562.1
ENST00000507142.19-reg_493-ENSG00000137601.0 ENSG00000137601.1
ENST00000370651.1-reg_4930-ENSG00000285976.1 ENSG00000285976.1
ENST00000376191.1-reg_4935-ENSG00000204511.0 ENSG00000204511.1
ENST00000329970.1-reg_4937-ENSG00000155115.0 ENSG00000155115.1
ENST00000257776.1-reg_4939-ENSG00000135324.0 ENSG00000135324.1
ENST00000641666.33744-reg_494-ENSG00000127530.1 ENSG00000185385.18
ENST00000268711.1071658-reg_4940-ENSG00000141026.1 ENSG00000141026.1
ENST00000343139.27011-reg_4949-ENSG00000196735.1 ENSG00000204287.1
ENST00000373142.14-reg_4970-ENSG00000160408.0 ENSG00000160408.1
ENST00000371521.167-reg_4973-ENSG00000188566.0 ENSG00000188566.1
ENST00000675825.14-reg_4975-ENSG00000070061.0 ENSG00000070061.1
ENST00000641440.7529-reg_4977-ENSG00000186886.5 ENSG00000239590.8
ENST00000543175.14-reg_4978-ENSG00000187024.0 ENSG00000187024.1
ENST00000324060.18346-reg_498-ENSG00000181733.0 ENSG00000181733.1
ENST00000538431.14-reg_4982-ENSG00000148337.0 ENSG00000148337.1
ENST00000641722.12630-reg_4983-ENSG00000254737.3 ENSG00000239590.11
ENST00000642080.256157-reg_4988-ENSG00000196184.1 ENSG00000239590.22
ENST00000375231.2262-reg_4992-ENSG00000081386.1 ENSG00000081386.1
ENST00000641793.129083-reg_4996-ENSG00000169484.0 ENSG00000136839.1
ENST00000645065.12-reg_5-ENSG00000112855.0 ENSG00000112855.1
ENST00000621410.6334-reg_5003-ENSG00000274349.0 ENSG00000274349.1
ENST00000641740.17094-reg_5004-ENSG00000205329.12 ENSG00000197233.3
ENST00000304195.14-reg_5005-ENSG00000172159.0 ENSG00000172159.1
ENST00000643875.14-reg_5012-ENSG00000165699.0 ENSG00000165699.1
ENST00000641291.75192-reg_5019-ENSG00000186513.1 ENSG00000186881.1
ENST00000280612.19-reg_502-ENSG00000151012.0 ENSG00000151012.1
ENST00000641740.9604-reg_5022-ENSG00000205329.13 ENSG00000197233.4
ENST00000641993.125044-reg_5023-ENSG00000174937.10 ENSG00000239590.20
ENST00000374781.14-reg_5025-ENSG00000204246.0 ENSG00000204246.1
ENST00000406555.218-reg_5036-ENSG00000172889.0 ENSG00000172889.1
ENST00000356884.102-reg_5038-ENSG00000185963.0 ENSG00000185963.1
ENST00000641386.61647-reg_5049-ENSG00000176230.0 ENSG00000165202.1
ENST00000397747.23-reg_5054-ENSG00000197646.0 ENSG00000197646.1
ENST00000641993.7194-reg_5056-ENSG00000174937.11 ENSG00000197233.7
ENST00000354753.218-reg_5057-ENSG00000160360.3 ENSG00000160360.1
ENST00000373624.14-reg_5058-ENSG00000119522.0 ENSG00000119522.1
ENST00000445101.167-reg_5059-ENSG00000233198.9 ENSG00000233198.1
ENST00000350696.51-reg_5062-ENSG00000138835.0 ENSG00000138835.1
ENST00000374049.51-reg_5065-ENSG00000157693.0 ENSG00000157693.1
ENST00000359594.64692-reg_5066-ENSG00000196539.0 ENSG00000278889.2
ENST00000371372.167-reg_5071-ENSG00000148408.1 ENSG00000148408.1
ENST00000308911.17011-reg_5074-ENSG00000173213.0 ENSG00000188229.1
ENST00000409386.14-reg_5075-ENSG00000130559.0 ENSG00000130559.1
ENST00000304820.51-reg_5086-ENSG00000171481.0 ENSG00000171481.1
ENST00000416588.14-reg_5088-ENSG00000165188.0 ENSG00000165188.1
ENST00000641151.75471-reg_5089-ENSG00000204701.1 ENSG00000197233.1
ENST00000641816.57-reg_51-ENSG00000284638.3 ENSG00000284638.1
ENST00000331920.102-reg_5100-ENSG00000185920.0 ENSG00000185920.1
ENST00000641722.18332-reg_5104-ENSG00000254737.4 ENSG00000197233.2
ENST00000641740.22302-reg_5105-ENSG00000205329.14 ENSG00000239590.15
ENST00000259605.79-reg_5107-ENSG00000137075.0 ENSG00000137075.1
ENST00000374428.14-reg_5109-ENSG00000171133.0 ENSG00000171133.1
ENST00000372050.14-reg_5111-ENSG00000160271.4 ENSG00000160271.1
ENST00000641740.18075-reg_5118-ENSG00000205329.15 ENSG00000239590.13
ENST00000374541.14-reg_5119-ENSG00000070159.0 ENSG00000070159.1
ENST00000641129.8351-reg_512-ENSG00000127515.1 ENSG00000237521.5
ENST00000410055.153235-reg_5122-ENSG00000152256.1 ENSG00000152256.1
ENST00000642097.462984-reg_5125-ENSG00000174914.5 ENSG00000239590.23
ENST00000259555.6884-reg_5130-ENSG00000120235.3 ENSG00000177047.4
ENST00000641288.19614-reg_5136-ENSG00000188000.1 ENSG00000127530.2
ENST00000340342.52435-reg_5137-ENSG00000135047.0 ENSG00000135047.1
ENST00000371589.167-reg_5152-ENSG00000177239.1 ENSG00000177239.1
ENST00000371806.14-reg_5153-ENSG00000085265.1 ENSG00000085265.1
ENST00000380607.23-reg_5158-ENSG00000107295.0 ENSG00000107295.1
ENST00000641521.82999-reg_5160-ENSG00000254737.5 ENSG00000278889.3
ENST00000641740.16901-reg_5163-ENSG00000205329.16 ENSG00000239590.12
ENST00000371850.14-reg_5166-ENSG00000160293.4 ENSG00000160293.1
ENST00000294618.57-reg_517-ENSG00000130158.0 ENSG00000130158.1
ENST00000259555.1307-reg_5173-ENSG00000120235.4 ENSG00000177047.2
ENST00000444264.53526-reg_5180-ENSG00000283473.2 ENSG00000283329.1
ENST00000538255.5081-reg_5184-ENSG00000136943.2 ENSG00000136943.1
ENST00000397983.107-reg_519-ENSG00000076984.0 ENSG00000076984.1
ENST00000408936.51-reg_5196-ENSG00000136848.0 ENSG00000136848.1
ENST00000396946.137-reg_52-ENSG00000198286.0 ENSG00000198286.1
ENST00000259555.10767-reg_5204-ENSG00000120235.5 ENSG00000177047.1
ENST00000433700.23-reg_5208-ENSG00000096872.0 ENSG00000096872.1
ENST00000641668.50079-reg_521-ENSG00000172457.6 ENSG00000188269.14
ENST00000361820.14-reg_5212-ENSG00000198785.0 ENSG00000198785.1
ENST00000648064.14-reg_5215-ENSG00000136872.0 ENSG00000136872.1
ENST00000641224.65041-reg_5219-ENSG00000234560.3 ENSG00000239590.4
ENST00000377147.55523-reg_522-ENSG00000204694.4 ENSG00000185385.7
ENST00000328882.445251-reg_5234-ENSG00000184140.0 ENSG00000239590.1
ENST00000259555.4444-reg_5237-ENSG00000120235.6 ENSG00000177047.3
ENST00000373684.51-reg_5239-ENSG00000171459.0 ENSG00000171459.1
ENST00000642104.21654-reg_5240-ENSG00000205330.7 ENSG00000239590.25
ENST00000388931.167-reg_5241-ENSG00000197768.2 ENSG00000197768.1
ENST00000641740.325213-reg_5244-ENSG00000205329.17 ENSG00000239590.16
ENST00000641740.21654-reg_5245-ENSG00000205329.18 ENSG00000239590.14
ENST00000388711.14-reg_5248-ENSG00000135052.0 ENSG00000135052.1
ENST00000641740.89762-reg_5249-ENSG00000205329.19 ENSG00000239590.18
ENST00000432829.23-reg_5250-ENSG00000107099.0 ENSG00000107099.1
ENST00000672005.12398-reg_5252-ENSG00000141437.1 ENSG00000122696.1
ENST00000371899.14-reg_5257-ENSG00000160326.0 ENSG00000160326.1
ENST00000317446.167-reg_5263-ENSG00000177943.0 ENSG00000177943.1
ENST00000305444.57-reg_527-ENSG00000170920.0 ENSG00000170920.1
ENST00000381434.23-reg_5270-ENSG00000137033.0 ENSG00000137033.1
ENST00000373983.51-reg_5275-ENSG00000119401.0 ENSG00000119401.1
ENST00000259607.61365-reg_5278-ENSG00000137077.0 ENSG00000137077.1
ENST00000377024.14-reg_5281-ENSG00000204669.0 ENSG00000204669.1
ENST00000340342.5391-reg_5287-ENSG00000135047.1 ENSG00000135047.2
ENST00000372338.14-reg_5295-ENSG00000130720.1 ENSG00000130720.1
ENST00000381750.23-reg_5304-ENSG00000120158.0 ENSG00000120158.1
ENST00000641993.11214-reg_5308-ENSG00000174937.12 ENSG00000239590.19
ENST00000641067.97811-reg_5310-ENSG00000198965.6 ENSG00000239590.3
ENST00000645271.167-reg_5311-ENSG00000284976.6 ENSG00000284976.1
ENST00000376811.14-reg_5314-ENSG00000106733.0 ENSG00000106733.1
ENST00000373110.14-reg_5317-ENSG00000136908.1 ENSG00000136908.1
ENST00000401783.14-reg_5322-ENSG00000165124.0 ENSG00000165124.1
ENST00000636536.23-reg_5329-ENSG00000283205.0 ENSG00000283205.1
ENST00000641440.4024-reg_5330-ENSG00000186886.6 ENSG00000239590.7
ENST00000641993.24884-reg_5331-ENSG00000174937.13 ENSG00000239590.21
ENST00000641364.154006-reg_5333-ENSG00000205329.20 ENSG00000239590.5
ENST00000317965.241667-reg_5334-ENSG00000177186.0 ENSG00000278889.1
ENST00000378103.79-reg_5335-ENSG00000070610.0 ENSG00000070610.1
ENST00000372554.14-reg_5336-ENSG00000148341.0 ENSG00000148341.1
ENST00000533152.19868-reg_5337-ENSG00000172487.1 ENSG00000239590.2
ENST00000634734.79-reg_5341-ENSG00000107262.0 ENSG00000107262.1
ENST00000373680.51-reg_5345-ENSG00000148215.0 ENSG00000148215.1
ENST00000409414.167-reg_5347-ENSG00000197191.15 ENSG00000197191.1
ENST00000373659.14-reg_5358-ENSG00000186130.0 ENSG00000186130.1
ENST00000452892.55600-reg_5365-ENSG00000101331.1 ENSG00000101331.3
ENST00000641668.6859-reg_5375-ENSG00000172457.7 ENSG00000239590.10
ENST00000618781.79-reg_5396-ENSG00000137078.0 ENSG00000137078.1
ENST00000651358.79-reg_5399-ENSG00000164970.0 ENSG00000164970.1
ENST00000641600.75310-reg_5401-ENSG00000181693.2 ENSG00000239590.9
ENST00000377981.79-reg_5406-ENSG00000168828.0 ENSG00000168828.1
ENST00000190165.23-reg_5413-ENSG00000064218.0 ENSG00000064218.1
ENST00000374566.14-reg_5418-ENSG00000095203.0 ENSG00000095203.1
ENST00000371092.1175516-reg_5428-ENSG00000142856.1 ENSG00000142856.1
ENST00000641364.85875-reg_5429-ENSG00000205329.21 ENSG00000239590.6
ENST00000265381.14-reg_5447-ENSG00000107282.0 ENSG00000107282.1
ENST00000641993.6859-reg_5455-ENSG00000174937.14 ENSG00000197233.6
ENST00000374586.14-reg_5456-ENSG00000106771.0 ENSG00000106771.1
ENST00000642104.20800-reg_5459-ENSG00000205330.8 ENSG00000239590.24
ENST00000326183.53279-reg_546-ENSG00000177693.1 ENSG00000127515.4
ENST00000337006.14-reg_5462-ENSG00000135049.0 ENSG00000135049.1
ENST00000451402.14-reg_5464-ENSG00000119414.0 ENSG00000119414.1
ENST00000371634.167-reg_5471-ENSG00000176919.2 ENSG00000176919.1
ENST00000287996.102-reg_5474-ENSG00000127080.0 ENSG00000127080.1
ENST00000239446.12-reg_548-ENSG00000120324.0 ENSG00000120324.1
ENST00000452892.55509-reg_5498-ENSG00000101331.2 ENSG00000101331.2
ENST00000585527.57-reg_551-ENSG00000220008.0 ENSG00000220008.1
ENST00000224140.14-reg_5511-ENSG00000107290.0 ENSG00000107290.1
ENST00000452892.55422-reg_5513-ENSG00000101331.3 ENSG00000101331.1
ENST00000358433.46768-reg_552-ENSG00000188324.2 ENSG00000185385.6
ENST00000641740.34292-reg_5520-ENSG00000205329.22 ENSG00000239590.17
ENST00000259607.79-reg_5525-ENSG00000137077.1 ENSG00000137077.2
ENST00000603640.79-reg_5528-ENSG00000187791.0 ENSG00000187791.1
ENST00000427685.57-reg_553-ENSG00000119559.0 ENSG00000119559.1
ENST00000252593.155760-reg_556-ENSG00000130303.3 ENSG00000130303.1
ENST00000421828.79-reg_5580-ENSG00000187186.0 ENSG00000187186.1
ENST00000641846.19255-reg_5581-ENSG00000197403.7 ENSG00000197233.5
ENST00000311925.918090-reg_5585-ENSG00000172724.1 ENSG00000172724.1
ENST00000557677.44092-reg_5598-ENSG00000176294.0 ENSG00000127530.1
ENST00000388825.12-reg_56-ENSG00000211445.0 ENSG00000211445.1
ENST00000013034.70-reg_5616-ENSG00000239672.0 ENSG00000239672.1
ENST00000456197.215-reg_562-ENSG00000196367.0 ENSG00000196367.1
ENST00000361101.35-reg_5620-ENSG00000108669.0 ENSG00000108669.1
ENST00000311331.180-reg_5626-ENSG00000197566.0 ENSG00000197566.1
ENST00000375352.35-reg_5627-ENSG00000204345.1 ENSG00000204345.1
ENST00000329078.55-reg_5630-ENSG00000183018.0 ENSG00000183018.1
ENST00000665763.35-reg_5638-ENSG00000176155.7 ENSG00000176155.1
ENST00000513748.70-reg_5640-ENSG00000182575.2 ENSG00000182575.1
ENST00000641071.23592-reg_565-ENSG00000174970.7 ENSG00000237521.3
ENST00000300404.70-reg_5650-ENSG00000167080.0 ENSG00000167080.1
ENST00000328434.89-reg_5657-ENSG00000183978.0 ENSG00000183978.1
ENST00000612323.147539-reg_5658-ENSG00000089063.3 ENSG00000089063.2
ENST00000674233.89-reg_5661-ENSG00000168259.0 ENSG00000168259.1
ENST00000291231.11284-reg_5664-ENSG00000159961.2 ENSG00000221882.1
ENST00000397498.35-reg_5665-ENSG00000214087.0 ENSG00000214087.1
ENST00000302345.35-reg_5668-ENSG00000171302.5 ENSG00000171302.1
ENST00000225576.35-reg_5669-ENSG00000175106.0 ENSG00000175106.1
ENST00000255389.130-reg_5674-ENSG00000133027.1 ENSG00000133027.1
ENST00000432056.70-reg_5678-ENSG00000229637.0 ENSG00000229637.1
ENST00000344935.35-reg_5688-ENSG00000187959.0 ENSG00000187959.1
ENST00000613459.12-reg_569-ENSG00000113716.0 ENSG00000113716.1
ENST00000346872.92-reg_5694-ENSG00000161405.0 ENSG00000161405.1
ENST00000394570.98-reg_5702-ENSG00000141161.0 ENSG00000141161.1
ENST00000402252.35-reg_5707-ENSG00000183010.1 ENSG00000183010.1
ENST00000572815.55-reg_5708-ENSG00000132507.0 ENSG00000132507.1
ENST00000647930.35-reg_5709-ENSG00000141576.0 ENSG00000141576.1
ENST00000262406.70-reg_5715-ENSG00000108370.0 ENSG00000108370.1
ENST00000448105.70-reg_5719-ENSG00000136436.0 ENSG00000136436.1
ENST00000583600.35-reg_5731-ENSG00000173838.0 ENSG00000173838.1
ENST00000388995.130-reg_5734-ENSG00000188522.0 ENSG00000188522.1
ENST00000225275.35-reg_5735-ENSG00000005381.0 ENSG00000005381.1
ENST00000583458.35-reg_5736-ENSG00000167281.0 ENSG00000167281.1
ENST00000586740.35-reg_5737-ENSG00000167880.0 ENSG00000167880.1
ENST00000225724.97-reg_5743-ENSG00000108587.0 ENSG00000108587.1
ENST00000577542.35-reg_5744-ENSG00000125457.0 ENSG00000125457.1
ENST00000225844.109-reg_5746-ENSG00000181374.0 ENSG00000181374.1
ENST00000291231.8374-reg_5747-ENSG00000159961.3 ENSG00000221882.5
ENST00000577810.92-reg_5750-ENSG00000141741.0 ENSG00000141741.1
ENST00000331302.155-reg_5751-ENSG00000181031.1 ENSG00000181031.1
ENST00000324290.6427-reg_5752-ENSG00000170298.3 ENSG00000170298.1
ENST00000442102.35-reg_5753-ENSG00000161513.0 ENSG00000161513.1
ENST00000006658.70-reg_5756-ENSG00000006282.0 ENSG00000006282.1
ENST00000327031.130-reg_5759-ENSG00000177731.0 ENSG00000177731.1
ENST00000310924.35-reg_5760-ENSG00000167291.0 ENSG00000167291.1
ENST00000583566.55-reg_5766-ENSG00000187607.0 ENSG00000187607.1
ENST00000328114.11669-reg_5769-ENSG00000171916.0 ENSG00000170298.2
ENST00000377095.89-reg_5771-ENSG00000013306.0 ENSG00000013306.1
ENST00000587309.89-reg_5774-ENSG00000186185.0 ENSG00000186185.1
ENST00000284425.35-reg_5777-ENSG00000154262.0 ENSG00000154262.1
ENST00000219551.138576-reg_5780-ENSG00000103269.2 ENSG00000103269.1
ENST00000225567.202-reg_5781-ENSG00000108433.0 ENSG00000108433.1
ENST00000300441.70-reg_5783-ENSG00000167107.0 ENSG00000167107.1
ENST00000639277.89-reg_5787-ENSG00000131095.1 ENSG00000131095.1
ENST00000296498.105-reg_579-ENSG00000164099.0 ENSG00000164099.1
ENST00000591713.89-reg_5790-ENSG00000175832.0 ENSG00000175832.1
ENST00000536708.70-reg_5792-ENSG00000108465.0 ENSG00000108465.1
ENST00000621492.92-reg_5797-ENSG00000277363.0 ENSG00000277363.1
ENST00000252593.57-reg_580-ENSG00000130303.4 ENSG00000130303.3
ENST00000412096.35-reg_5800-ENSG00000092929.0 ENSG00000092929.1
ENST00000637138.55-reg_5801-ENSG00000132359.1 ENSG00000132359.1
ENST00000258991.35-reg_5806-ENSG00000136478.0 ENSG00000136478.1
ENST00000641993.73253-reg_581-ENSG00000174937.15 ENSG00000185385.31
ENST00000405159.35-reg_5814-ENSG00000133193.0 ENSG00000133193.1
ENST00000264661.89-reg_5817-ENSG00000089558.0 ENSG00000089558.1
ENST00000327462.2587-reg_582-ENSG00000185385.4 ENSG00000188269.6
ENST00000358365.109-reg_5820-ENSG00000126858.0 ENSG00000126858.1
ENST00000317905.35-reg_5822-ENSG00000108469.0 ENSG00000108469.1
ENST00000291231.4390-reg_5826-ENSG00000159961.4 ENSG00000221882.3
ENST00000326724.35-reg_5827-ENSG00000181409.1 ENSG00000181409.1
ENST00000547517.89-reg_5837-ENSG00000108774.0 ENSG00000108774.1
ENST00000379774.55-reg_5841-ENSG00000170222.0 ENSG00000170222.1
ENST00000359106.70-reg_5845-ENSG00000006283.1 ENSG00000006283.1
ENST00000247270.35-reg_5846-ENSG00000126860.0 ENSG00000126860.1
ENST00000615105.660-reg_5847-ENSG00000180090.2 ENSG00000180090.3
ENST00000262294.35-reg_5849-ENSG00000108395.0 ENSG00000108395.1
ENST00000402693.57-reg_586-ENSG00000181588.1 ENSG00000181588.1
ENST00000394126.92-reg_5861-ENSG00000008838.0 ENSG00000008838.1
ENST00000269394.35-reg_5864-ENSG00000141579.0 ENSG00000141579.1
ENST00000420162.3271815-reg_5865-ENSG00000223510.7 ENSG00000214819.1
ENST00000332800.35-reg_5875-ENSG00000136487.0 ENSG00000136487.1
ENST00000457257.35-reg_5877-ENSG00000225663.14 ENSG00000225663.1
ENST00000518766.89-reg_5878-ENSG00000108852.0 ENSG00000108852.1
ENST00000448593.57-reg_589-ENSG00000131351.0 ENSG00000131351.1
ENST00000322914.35-reg_5890-ENSG00000141524.0 ENSG00000141524.1
ENST00000319004.155-reg_5895-ENSG00000179409.0 ENSG00000179409.1
ENST00000578822.35-reg_5898-ENSG00000109065.0 ENSG00000109065.1
ENST00000378569.445649-reg_5901-ENSG00000108688.0 ENSG00000172156.1
ENST00000359238.70-reg_5907-ENSG00000002919.0 ENSG00000002919.1
ENST00000531206.163-reg_5909-ENSG00000004897.0 ENSG00000004897.1
